,index,Job Title,Avg Salary (K),Lower Salary (K),Upper Salary (K),Entry Level,Degree,Job Location (State),Company Name,Founded,Industry,Sector,Rating,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Location,ZIP Codes,Size,Revenue,Job Title (Full),fips
208,255,Data Scientist,100.5,76,125,Senior,MSc,WI,Acuity Insurance,1925,Insurance Carriers,Insurance,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sheboygan,,1001 - 5000,$1 to $2 billion (USD),Senior Research Statistician- Data Scientist,55117
209,256,Data Analyst,65.0,44,86,na,na,NY,Fareportal,2002,Travel Agencies,Travel & Tourism,3.8,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,New York,,1001 - 5000,$2 to $5 billion (USD),"Business Data Analyst, SQL",36061
210,257,Other Scientist,41.5,31,52,na,MSc,LA,"Veterans Affairs, Veterans Health Administration",1930,Federal Agencies,Government,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Orleans,,10000+,Unknown / Non-Applicable,Medical Technologist / Clinical Laboratory Scientist,22071
211,258,Data Scientist,72.5,53,92,na,MSc,TX,Credera,1999,Consulting,Business Services,4.3,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Dallas,,201 - 500,Unknown / Non-Applicable,Data Scientist,48113
212,259,Data Analyst,61.0,44,78,Senior,MSc,FL,KnowBe4,2010,Security Services,Business Services,4.8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Clearwater,,501 - 1000,$100 to $500 million (USD),Senior Data Analyst,12103
213,260,Data Scientist Project Manager,109.5,85,134,na,MSc,NJ,Church & Dwight,1846,Consumer Products Manufacturing,Manufacturing,3.4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Ewing,,1001 - 5000,$2 to $5 billion (USD),BI & Platform Analytics Manager,
214,262,Data Engineer,84.5,59,110,na,na,MA,Cogo Labs,2005,Internet,Information Technology,3.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,51 - 200,Unknown / Non-Applicable,Data Engineer,
215,263,Data Scientist,87.5,64,111,na,na,IL,Spectrum Communications and Consulting,1992,Advertising & Marketing,Business Services,3.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Chicago,,51 - 200,$10 to $25 million (USD),Data Scientist,17031
216,264,Data Analyst,92.5,65,120,na,na,CA,NCSOFT,1997,Video Games,Media,3.1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,San Mateo,,1001 - 5000,$10+ billion (USD),Data Analyst,06081
217,265,Data Scientist,81.5,60,103,na,na,VA,MITRE,1958,Federal Agencies,Government,3.2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,McLean,,5001 - 10000,$1 to $2 billion (USD),Associate Data Scientist/Computer Scientist,51059
218,266,Data Analyst,79.0,53,105,na,na,OH,"Dayton Freight Lines, Inc.",1981,Trucking,Transportation & Logistics,4.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dayton,,1001 - 5000,Unknown / Non-Applicable,Business Intelligence Analyst / Developer,39113
219,267,Data Scientist,164.0,124,204,Senior,Phd,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Boston,,5001 - 10000,$10+ billion (USD),Lead Data Scientist,25025
220,268,Data Scientist,169.0,131,207,Senior,Phd,CA,Genentech,1976,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,South San Francisco,,10000+,$10+ billion (USD),"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",06081
221,269,Data Scientist,142.0,110,174,Senior,Phd,CA,Juniper Networks,1996,Telecommunications Services,Telecommunications,3.8,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,Cupertino,,5001 - 10000,$2 to $5 billion (USD),Senior Data Scientist,06085
222,270,Data Analyst,47.5,33,62,na,na,CA,Community Action Partnership of San Luis Obispo,na,Social Assistance,Non-Profit,2.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Parlier,,501 - 1000,$50 to $100 million (USD),Data Analyst,06019
223,273,Other Scientist,76.5,52,101,na,Phd,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,10000+,$10+ billion (USD),Pricipal Scientist Molecular and cellular biologist,25025
224,274,Data Analyst,69.0,48,90,na,na,CA,TrueAccord,2013,Enterprise Software & Network Solutions,Information Technology,3.4,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,San Francisco,,51 - 200,Unknown / Non-Applicable,Data Analyst,06075
225,275,Data Analyst,49.0,34,64,na,na,ID,DRB Systems,1984,Computer Hardware & Software,Information Technology,4.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Meridian,,201 - 500,$50 to $100 million (USD),Data Analyst,16001
226,276,Data Scientist,171.5,132,211,na,MSc,CA,Western Digital,1970,Computer Hardware & Software,Information Technology,3.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,San Jose,,10000+,$10+ billion (USD),Staff Data Scientist,06085
227,277,Data Scientist,107.0,81,133,na,MSc,MD,Legal & General America,1981,Insurance Carriers,Insurance,3.8,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Frederick,,501 - 1000,$500 million to $1 billion (USD),"Data Scientist (Actuary, FSA or ASA)",24021
228,278,Data Analyst,59.0,42,76,na,MSc,NJ,Corcentric,1996,Enterprise Software & Network Solutions,Information Technology,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cherry Hill,,201 - 500,Unknown / Non-Applicable,System and Data Analyst,34007
229,281,Data Scientist,88.5,66,111,na,MSc,IN,U.Group,2019,IT Services,Information Technology,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Indianapolis,,201 - 500,$25 to $50 million (USD),Data Scientist,18097
230,282,Data Engineer,107.0,74,140,na,MSc,UT,The Church of Jesus Christ of Latter-day Saints,na,Religious Organizations,Non-Profit,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Riverton,,10000+,Unknown / Non-Applicable,Data Engineer 5 - Contract (Remote),49035
231,284,Data Scientist,86.5,63,110,na,na,MA,Pfizer,1849,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),Digital Health Data Scientist,
232,285,Data Scientist,84.0,63,105,na,MSc,KY,SMC 3,1935,Logistics & Supply Chain,Transportation & Logistics,4.3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Louisville,,51 - 200,$10 to $25 million (USD),Data Scientist,21111
233,288,Data Analyst,114.5,91,138,na,MSc,NY,Systems Evolution Inc.,1992,Consulting,Business Services,4.7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,New York,,201 - 500,$50 to $100 million (USD),Data & Analytics Consultant (NYC),36061
234,289,Other Scientist,145.0,100,190,Senior,Phd,MA,Sunovion,2010,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marlborough,,1001 - 5000,$1 to $2 billion (USD),Senior Scientist - Neuroscience,25017
235,290,Data Engineer,88.0,62,114,na,na,TN,Eventbrite,2006,Internet,Information Technology,4.4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Nashville,,1001 - 5000,$100 to $500 million (USD),Data Engineer,47037
236,291,Data Engineer,100.0,71,129,na,na,IL,Centro,2001,Internet,Information Technology,4.1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Chicago,,501 - 1000,$100 to $500 million (USD),Big Data Engineer - Chicago - Future Opportunity,17031
237,292,Data Analyst,61.5,43,80,Senior,MSc,VA,National Student Clearinghouse,1993,Colleges & Universities,Education,2.9,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Herndon,,201 - 500,$25 to $50 million (USD),Senior Data Analyst,51059
238,293,Data Scientist,96.5,74,119,na,na,OR,comScore,1999,Advertising & Marketing,Business Services,2.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Portland,,1001 - 5000,$1 to $2 billion (USD),Data Scientist,41051
239,295,Data Analyst,76.0,55,97,na,na,MN,SullivanCotter,1992,Consulting,Business Services,4.2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Minneapolis,,201 - 500,Unknown / Non-Applicable,Survey Data Analyst,27053
240,296,Data Scientist,15.5,15,16,na,na,NY,NPD,1966,Research & Development,Business Services,3.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Port Washington,,1001 - 5000,$100 to $500 million (USD),Data Scientist,
241,299,Data Scientist,83.5,61,106,na,na,TX,Bakery Agency,2010,Advertising & Marketing,Business Services,4.3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Austin,,1 - 50,Unknown / Non-Applicable,Data Scientist,48015
242,300,Data Scientist,120.0,91,149,na,na,WI,State of Wisconsin Investment Board,1951,Investment Banking & Asset Management,Finance,2.7,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Madison,,51 - 200,$50 to $100 million (USD),"Risk and Analytics IT, Data Scientist",55025
243,302,Data Scientist,163.0,127,199,na,MSc,CA,Genentech,1976,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,South San Francisco,,10000+,$10+ billion (USD),Data Scientist,06081
244,305,Data Analyst,100.0,74,126,Senior,na,RI,Blue Cross & Blue Shield of Rhode Island,1939,Insurance Carriers,Insurance,3.4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Providence,,501 - 1000,Unknown / Non-Applicable,Lead Health Data Analyst - Front End,44007
245,306,Other Scientist,52.5,33,72,na,Phd,NE,Boys Town,1917,Social Assistance,Non-Profit,3.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Omaha,,1001 - 5000,Unknown / Non-Applicable,Research Scientist,31055
246,307,Other Scientist,42.0,35,49,na,na,PA,Tower Health,2017,Health Care Services & Hospitals,Health Care,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Reading,,5001 - 10000,Unknown / Non-Applicable,Medical Lab Scientist,42011
247,308,Data Analyst,50.0,37,63,Junior,MSc,DC,The HSC Health Care System,1883,Health Care Services & Hospitals,Health Care,3.3,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Washington,,501 - 1000,Unknown / Non-Applicable,Junior Data Analyst,11001
248,309,Data Engineer,93.0,67,119,na,MSc,TX,Pro-Sphere Tek,2006,Consulting,Business Services,3.4,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,Austin,,201 - 500,$50 to $100 million (USD),SQL Data Engineer,48015
249,310,Data Scientist,94.5,72,117,na,na,OH,Ameritas Life Insurance Corp,1887,Insurance Agencies & Brokerages,Insurance,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Cincinnati,,1001 - 5000,$2 to $5 billion (USD),Data Scientist,39061
250,311,Data Scientist,150.5,116,185,Senior,Phd,CA,Autodesk,1982,Computer Hardware & Software,Information Technology,4.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,San Francisco,,5001 - 10000,$2 to $5 billion (USD),Senior Data Scientist,06075
251,312,Data Scientist,102.0,78,126,na,MSc,NC,Genworth,2004,Insurance Carriers,Insurance,3.7,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,Raleigh,,1001 - 5000,$5 to $10 billion (USD),Data Scientist,37183
252,313,Other Scientist,62.0,42,82,na,Phd,MA,Rubius Therapeutics,2013,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,201 - 500,$100 to $500 million (USD),"Scientist, Analytical Development",
253,314,Data Scientist Project Manager,87.5,59,116,na,na,MI,OneMagnify,1967,Advertising & Marketing,Business Services,4.3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Dearborn,,201 - 500,Unknown / Non-Applicable,Analytics Manager,26163
254,316,Data Scientist,84.0,63,105,na,MSc,CT,Pfizer,1849,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Groton,,10000+,$10+ billion (USD),Clinical Data Scientist,09011
255,317,Data Scientist,143.0,109,177,na,na,VA,Novetta,2012,Enterprise Software & Network Solutions,Information Technology,4.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Herndon,,501 - 1000,$100 to $500 million (USD),Data Scientist,51059
256,318,Data Scientist,155.0,116,194,Senior,MSc,PA,"Numeric, LLC",na,Staffing & Outsourcing,Business Services,3.2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Philadelphia,,1 - 50,$5 to $10 million (USD),"Sr. Data Scientist, Cyber-Security LT Contract",42101
257,319,Data Engineer,71.5,48,95,na,na,FL,IZEA,2006,Advertising & Marketing,Business Services,4.2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Winter Park,,51 - 200,$25 to $50 million (USD),Data Engineer,12095
258,320,Data Scientist,108.0,83,133,na,MSc,CA,Trace Data,2000,Insurance Carriers,Insurance,3.9,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,Oakland,,51 - 200,$10 to $25 million (USD),Data Scientist,06001
259,322,Other Scientist,151.5,105,198,Senior,MSc,CA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,San Diego,,10000+,$10+ billion (USD),Sr. Scientist - Digital & Image Analysis/Computational Pathology,06073
260,323,Data Analyst,51.5,31,72,na,na,CA,Vionic Group,2006,"Department, Clothing, & Shoe Stores",Retail,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,San Rafael,,51 - 200,$100 to $500 million (USD),Digital Marketing & ECommerce Data Analyst,06041
261,324,Other Scientist,140.0,98,182,Senior,MSc,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,10000+,$10+ billion (USD),Principal Scientist - Immunologist,25025
262,325,Data Analyst,77.5,55,100,Senior,na,NJ,Dodge Data & Analytics,2014,IT Services,Information Technology,2.8,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Hamilton,,201 - 500,Unknown / Non-Applicable,Senior Data Analyst,
263,326,Data Analyst,63.5,45,82,na,na,ID,Clearwater Analytics,2004,Investment Banking & Asset Management,Finance,4.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Boise,,501 - 1000,$50 to $100 million (USD),Insurance Financial Data Analyst,16015
264,328,Data Scientist,109.0,83,135,na,na,CA,"Tekvalley, Corp.",na,IT Services,Information Technology,4.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,San Francisco,,1 - 50,Less than $1 million (USD),Data Scientist,06075
265,330,Data Scientist,96.0,70,122,na,MSc,TN,BWX Technologies,1850,Aerospace & Defense,Aerospace & Defense,3.5,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Oak Ridge,,5001 - 10000,$500 million to $1 billion (USD),Data Scientist,47001
266,331,Data Scientist,225.0,200,250,Senior,na,CA,CA-One Tech Clou,2017,IT Services,Information Technology,-1.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,San Francisco,,51 - 200,$5 to $10 million (USD),Principal Data Scientist with over 10 years experience,06075
267,332,Data Engineer,101.0,70,132,na,na,CA,PennyMac,2008,Lending,Finance,3.2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Agoura Hills,,1001 - 5000,$500 million to $1 billion (USD),Data Engineer,06037
268,333,Data Scientist,98.5,73,124,Senior,MSc,NJ,Plymouth Rock Assurance,1982,Insurance Carriers,Insurance,3.3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Woodbridge,,1001 - 5000,$10 to $25 million (USD),Senior Data Scientist,
269,334,Data Engineer,77.5,54,101,na,na,IA,Vermeer,1948,Industrial Manufacturing,Manufacturing,3.9,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Pella,,1001 - 5000,$1 to $2 billion (USD),Data Engineer I - Azure,19125
270,335,Other Scientist,161.5,117,206,Senior,MSc,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,10000+,$10+ billion (USD),"Sr. Scientist, Quantitative Translational Sciences",25025
271,337,Other Scientist,56.5,43,70,na,na,DE,Beebe Healthcare,1935,Health Care Services & Hospitals,Health Care,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lewes,,1001 - 5000,$100 to $500 million (USD),MED TECH/LAB SCIENTIST - LABORATORY,10005
272,339,Data Scientist,147.0,111,183,Senior,na,NY,Argo Group US,1948,Insurance Carriers,Insurance,3.4,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,New York,,1001 - 5000,$1 to $2 billion (USD),Sr. Data Scientist II,36061
273,341,Data Scientist,90.0,68,112,na,na,CA,L&T Infotech,1997,IT Services,Information Technology,3.5,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,San Ramon,,10000+,Unknown / Non-Applicable,Data Scientist,06013
274,342,Data Analyst,58.0,42,74,na,na,NJ,OceanFirst Financial,1902,Banks & Credit Unions,Finance,4.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Red Bank,,501 - 1000,$5 to $10 billion (USD),Information Security Data Analyst,34025
275,344,Data Analyst,61.0,44,78,na,MSc,MO,Associated Electric Cooperative,1961,Energy,"Oil, Gas, Energy & Utilities",4.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Springfield,,501 - 1000,$1 to $2 billion (USD),Excel / VBA / SQL Data Analyst,29077
276,346,Machine Learning Engineer,120.0,81,159,na,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,Machine Learning Research Scientist,42003
277,347,Data Scientist,128.0,95,161,na,na,NY,Sotheby's,1744,Auctions & Galleries,Retail,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,,1001 - 5000,$500 million to $1 billion (USD),Data Scientist,36061
278,348,Data Scientist,99.5,75,124,na,na,OR,First Tech Federal Credit Union,1952,Banks & Credit Unions,Finance,3.5,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,Hillsboro,,1001 - 5000,$100 to $500 million (USD),Data Scientist,41067
279,349,Data Scientist,96.0,72,120,na,MSc,MI,Amrock,1997,Real Estate,Real Estate,3.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Detroit,,1001 - 5000,$500 million to $1 billion (USD),Data Scientist,26163
280,350,Data Scientist,101.0,76,126,na,MSc,DC,Vanda Pharmaceuticals,2003,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Washington,,201 - 500,$100 to $500 million (USD),Data Scientist,11001
281,351,Data Scientist,148.0,114,182,Senior,MSc,CA,Zest AI,2009,Financial Analytics & Research,Finance,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burbank,,51 - 200,$50 to $100 million (USD),Senior Data Scientist,06037
282,352,Data Scientist,142.0,108,176,Senior,na,VA,Novetta,2012,Enterprise Software & Network Solutions,Information Technology,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Fort Belvoir,,501 - 1000,$100 to $500 million (USD),"Data Scientist, Senior",51059
283,353,Data Scientist,169.0,130,208,Senior,MSc,CA,CK-12 Foundation,2007,Kna2 Education,Education,4.1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,Palo Alto,,1 - 50,Unknown / Non-Applicable,Senior Data Scientist,06085
284,354,Data Scientist,124.5,83,166,na,na,AZ,PennyMac,2008,Lending,Finance,3.2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,Phoenix,,1001 - 5000,$500 million to $1 billion (USD),"VP, Data Science",04013
285,355,Data Analyst,59.0,42,76,na,na,AL,DECISIVE ANALYTICS Corporation,1996,Aerospace & Defense,Aerospace & Defense,4.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Huntsville,,51 - 200,$25 to $50 million (USD),Radar Data Analyst,01089
286,356,Data Analyst,52.5,37,68,na,na,CA,Opinion Dynamics,1987,Consulting,Business Services,4.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,San Diego,,51 - 200,$10 to $25 million (USD),CONSULTANT– DATA ANALYTICS GROUP,06073
287,357,Data Engineer,75.5,52,99,na,na,TX,Applied Information Sciences,1982,IT Services,Information Technology,4.6,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Houston,,501 - 1000,$50 to $100 million (USD),Data Engineer,48225
288,358,Data Scientist,139.0,105,173,Senior,MSc,NY,Swiss Re,1863,Insurance Agencies & Brokerages,Insurance,3.7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Armonk,,10000+,$10+ billion (USD),Senior Data Scientist,
289,362,Data Engineer,102.5,71,134,na,na,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,Cambridge,,10000+,$10+ billion (USD),"Data Engineer, Data Engineering and Artifical Intelligence",
290,364,Other Scientist,60.5,39,82,na,na,SC,WK Dickson,1929,Architectural & Engineering Services,Business Services,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Columbia,,201 - 500,$25 to $50 million (USD),Staff Scientist,45079
291,366,Data Scientist,146.5,114,179,Senior,MSc,MA,The Hanover Insurance Group,1852,Insurance Carriers,Insurance,3.7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Worcester,,5001 - 10000,$5 to $10 billion (USD),PL Actuarial-Lead Data Scientist,25027
292,367,Other Scientist,125.0,88,162,na,Phd,CA,Genentech,1976,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,South San Francisco,,10000+,$10+ billion (USD),"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",06081
293,368,Data Analyst,81.0,60,102,Senior,na,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Springfield,,5001 - 10000,$10+ billion (USD),Sr. Data Analyst,25013
294,369,Machine Learning Engineer,133.0,100,166,Senior,Phd,IL,Tempus Labs,2015,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,Chicago,,501 - 1000,Unknown / Non-Applicable,Senior Data & Machine Learning Scientist,17031
295,370,Data Analyst,77.0,55,99,na,MSc,DC,General Dynamics Information Technology,1996,IT Services,Information Technology,3.4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Washington,,10000+,$10+ billion (USD),Program/Data Analyst,11001
296,371,Data Engineer,92.0,67,117,na,na,VA,ManTech,1968,Research & Development,Business Services,4.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Herndon,,5001 - 10000,$1 to $2 billion (USD),Data Engineer,51059
297,372,Data Scientist,121.0,92,150,Senior,na,MA,Novartis,1996,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,
298,375,Data Engineer,162.5,116,209,Senior,na,CA,Autodesk,1982,Computer Hardware & Software,Information Technology,4.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,5001 - 10000,$2 to $5 billion (USD),"Principal Data Engineer, Data Platform & Insights",06075
299,376,Other Scientist,60.0,38,82,na,na,TX,Southwest Research Institute,1947,Research & Development,Business Services,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Antonio,,1001 - 5000,$500 million to $1 billion (USD),RESEARCH SCIENTIST - BIOLOGICAL SAFETY,48029
300,377,Other Scientist,87.5,85,90,Senior,MSc,CA,Mus,na,na,na,-1.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,San Francisco,,201 - 500,Unknown / Non-Applicable,Data Operations Lead,06075
301,379,Data Engineer,90.5,62,119,na,na,IN,SpringML,2015,Enterprise Software & Network Solutions,Information Technology,4.4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Indianapolis,,1 - 50,Unknown / Non-Applicable,Big Data Engineer,18097
302,380,Data Scientist,114.5,86,143,na,na,MA,Novartis,1996,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),Data Scientist / Machine Learning Expert,
303,381,Data Scientist,121.0,93,149,na,MSc,CA,Juniper Networks,1996,Telecommunications Services,Telecommunications,3.8,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,Sunnyvale,,5001 - 10000,$2 to $5 billion (USD),Data Scientist,06085
304,382,Data Scientist,110.0,84,136,Senior,MSc,TX,The Integer Group,1993,Advertising & Marketing,Business Services,2.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dallas,,501 - 1000,$50 to $100 million (USD),Senior Data Scientist,48113
305,383,Other Scientist,91.5,60,123,na,Phd,MA,Karyopharm Therapeutics Inc.,na,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Newton,,201 - 500,Unknown / Non-Applicable,PV Scientist,
306,384,Data Analyst,70.5,52,89,na,na,VA,ManTech,1968,Research & Development,Business Services,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portsmouth,,5001 - 10000,$1 to $2 billion (USD),Clinical Data Analyst,51740
307,386,Data Engineer,70.5,48,93,na,na,LA,P2 Energy Solutions,na,Computer Hardware & Software,Information Technology,3.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Lafayette,,501 - 1000,Unknown / Non-Applicable,Data Engineer,22055
308,387,Data Scientist,76.5,56,97,na,Phd,WA,PNNL,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richland,,1001 - 5000,$500 million to $1 billion (USD),Computational Chemist/Data Scientist,53005
309,388,Data Engineer,92.0,65,119,na,na,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Springfield,,5001 - 10000,$10+ billion (USD),Data Engineer,25013
310,390,Data Scientist,140.5,108,173,Senior,na,UT,Recursion Pharmaceuticals,2013,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Salt Lake City,,51 - 200,$1 to $5 million (USD),Principal Data Scientist (Computational Chemistry),49035
